,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
651,406,Adnan Januzaj,Sevilla,29, AM(CLR),1(1),47,0,0,0,0,0.0,68.2,0.0,0,6.34,0,0.5,0.5,0,0,0.5,0,0,0,2,1,0,0.5,0.5,11,0,0.5,0,,,,,
652,407,Cristhian Stuani,Girona,37," AM(CLR),FW",8(24),1078,9,0,8,0,1.1,74.4,0.7,0,6.33,0.4,0.1,1.2,0,0.2,0.3,0,0,0.3,0,0.7,0.2,0.2,0.7,5.1,0,0.1,0,9.96,-0.96,0.83,35,0.28
653,408,Toni Lato,Valencia,26," D(L),M(L)",9(15),909,1,0,1,0,0.4,83.0,0.2,1,6.33,1,0.3,0.5,0.1,0.5,0.5,0,0,0.6,0.3,0.4,0.2,0.1,0.3,17,0.3,0.5,0,1.07,-0.07,0.11,9,0.12
654,409,Juan Carlos,Girona,36, GK,10,900,0,0,0,0,0.0,82.4,0.1,0,6.33,0,0.1,0,0,1.1,0,0,0,0,0,0,0,0,0,28.9,0,4.1,0,,,,,
655,410,Juanmi,Real Betis,30," AM(CLR),FW",9(13),922,4,0,3,0,0.8,84.6,0.4,1,6.33,0.6,0.2,0.7,0,0.1,1.1,0,0,0.2,0.5,1,0.7,0.6,1,10.9,0,0.3,0,3.38,0.62,0.33,18,0.19
656,411,Largie Ramazani,Almeria,23," AM(L),FW",13(20),1395,3,1,6,0,1.2,71.0,0.2,0,6.32,0.5,0.5,0.9,0,0.2,0.6,0,0,0.4,1,0.5,0.4,0.7,1.2,7.8,0.1,0.4,0,4.73,-1.73,0.31,41,0.12
657,412,Luca de la Torre,Celta Vigo,25, M(CLR),16(12),1489,0,2,6,0,0.6,86.6,0.2,0,6.32,1,0.3,1.2,0,0.2,0.7,0,0,0.5,0.4,0.4,0.1,0.4,1.1,20.8,0.1,0.4,0,1.19,-1.19,0.07,17,0.07
658,413,Anthony Lozano,Cadiz,31," AM(L),FW",14(14),1441,1,1,6,0,1.1,68.7,2.1,0,6.32,0.2,0.1,1.5,0.1,0.6,0.2,0,0,0.4,0.6,1.3,0.3,1.3,2.2,10.1,0.1,0.1,0,2.75,-1.75,0.17,30,0.09
659,414,Ilaix Moriba,Valencia,21, DMC,10(14),1006,0,2,4,2,0.9,80.9,1.0,1,6.32,1.5,0.2,1.3,0,0.5,0.4,0,0,0.5,0.5,1.4,0,0.5,0.9,20.5,0.1,1,0,0.88,-0.88,0.08,21,0.04
660,415,Carlos Domínguez,Celta Vigo,23, D(C),1(2),107,0,0,0,0,0.3,82.4,0.3,0,6.32,0.3,0,0,0.3,2.3,0.3,0.3,0,0,0.3,0,0,0.3,0,11.3,0,0,0,0.04,-0.04,0.04,1,0.04
