player_name,team_name,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals
Andreas Ivan,Schalke 04,0,0,0,0
Justin Njinmah,Borussia Dortmund,0,0,0,0
Felix Agu,Werder Bremen,0,0,0,0
Tim Oermann,Bochum,0,0,0,0
Jean-Manuel Mbom,Werder Bremen,0,0,0,0
Alexander Sørloth,RB Leipzig,0,0,0,0
Eniss Shabani,Mainz 05,0,0,0,0
Jannes Horn,Bochum,0,0,0,0
Tymoteusz Puchacz,Union Berlin,0,0,0,0
Soumaïla Coulibaly,Borussia Dortmund,0,0,0,0
Lukás Ambros,Wolfsburg,0,0,0,0
Stefan Posch,Hoffenheim,0,0,0,0
