,Unnamed: 0,player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
193,141,Marco Reus,Borussia Dortmund,34," M(CLR),FW",14(11),1352,6,4,4,0,1.5,81.1,0.5,1,6.69,1.2,0.3,0.7,0,0.3,0.7,0.2,0,0.8,0.4,0.7,0.1,0.6,1.2,21.8,0.2,0.1,0,5.66,0.34,0.38,37,0.15
194,142,Nico Elvedi,Borussia M.Gladbach,27, D(CLR),32,2828,3,0,2,0,0.6,91.7,2.3,1,6.69,1.4,1.1,0.8,0.8,4.5,0.4,0.5,0,0.2,0,0.3,0,0.1,0.3,67,0,2.4,0,1.83,1.17,0.06,18,0.1
195,143,Eric Martel,FC Koln,22, DMC,23(6),2024,1,1,6,0,1.0,79.7,2.0,0,6.68,2.3,1.1,1.4,0,1.5,1,0.3,0,0.2,0.2,0.9,0,0.9,1.2,29.8,0.2,0.8,0,1.76,-0.76,0.08,28,0.06
196,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,11.9,0,0,0,3.67,1.33,0.38,28,0.13
197,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,11.9,0,0,0,1.07,-0.07,0.35,6,0.18
198,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,5.1,0,0,0,3.67,1.33,0.38,28,0.13
199,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,5.1,0,0,0,1.07,-0.07,0.35,6,0.18
200,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.3,0.1,0.5,0,0.3,0.6,11.9,0,0,0,3.67,1.33,0.38,28,0.13
201,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.3,0.1,0.5,0,0.3,0.6,11.9,0,0,0,1.07,-0.07,0.35,6,0.18
202,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.3,0.1,0.5,0,0.3,0.6,5.1,0,0,0,3.67,1.33,0.38,28,0.13
203,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0,0,0.9,0,0.6,0.2,0.1,0,0.3,0.1,0.5,0,0.3,0.6,5.1,0,0,0,1.07,-0.07,0.35,6,0.18
204,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,11.9,0,0,0,3.67,1.33,0.38,28,0.13
205,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,11.9,0,0,0,1.07,-0.07,0.35,6,0.18
206,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,5.1,0,0,0,3.67,1.33,0.38,28,0.13
207,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.5,0.2,0.7,0.4,0.5,0.7,5.1,0,0,0,1.07,-0.07,0.35,6,0.18
208,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.3,0.1,0.5,0,0.3,0.6,11.9,0,0,0,3.67,1.33,0.38,28,0.13
209,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.3,0.1,0.5,0,0.3,0.6,11.9,0,0,0,1.07,-0.07,0.35,6,0.18
210,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.3,0.1,0.5,0,0.3,0.6,5.1,0,0,0,3.67,1.33,0.38,28,0.13
211,144,Davie Selke,FC Koln,29, FW,12(5),877,5,0,2,0,1.6,58.4,3.8,2,6.68,0.2,0.1,0.5,0,0.4,0.1,0.1,0,0.3,0.1,0.5,0,0.3,0.6,5.1,0,0,0,1.07,-0.07,0.35,6,0.18
212,145,Ozan Kabak,Hoffenheim,24, D(C),28(2),2395,2,2,8,2,0.8,83.4,2.7,1,6.68,1.7,1.5,1.8,0.4,2.7,0.4,0.8,1,0.1,0.5,0.5,0,0.2,0.8,42.1,0,2,0,1.45,0.55,0.05,24,0.06
213,146,Maximilian Eggestein,Freiburg,27, M(CR),27(4),2459,1,2,6,0,0.5,77.5,1.9,0,6.68,1.6,1.2,1,0,0.8,0.6,0.3,0,0.8,0.3,0.7,0,0.7,0.7,27.4,0.1,0.7,0.1,0.88,0.12,0.03,16,0.06
214,147,Philipp Max,Eintracht Frankfurt,30," D(L),M(L)",8(2),698,0,1,1,0,0.9,80.5,0.5,0,6.68,1.2,0.3,0.6,0.1,1.1,1.1,0.2,0,1.6,0.3,0.2,0.1,0.3,0.8,33.8,1.7,1.1,0,0.54,-0.54,0.07,9,0.06
215,148,Jonas Wind,Wolfsburg,25," AM(C),FW",15(9),1294,6,0,1,0,1.3,67.2,2.5,2,6.68,0.6,0,0.7,0,0.4,0.2,0.2,0,0.6,0.3,0.9,0,0.8,1.9,15.3,0,0,0,4.5,1.5,0.31,30,0.15
216,149,Jamie Bynoe-Gittens,Borussia Dortmund,19, AM(L),4(11),527,3,1,1,0,1.6,77.3,0.6,0,6.67,0.5,0.1,0.6,0,0.1,0.3,0,0,0.1,1.3,1.2,0,0.3,1.5,8.8,0,0.1,0.1,3.23,-0.23,0.55,24,0.13
217,150,Evan Ndicka,Eintracht Frankfurt,24, D(CL),30,2693,1,0,4,0,0.6,86.4,2.6,1,6.67,0.8,1,1,0.5,4.8,0.5,0.6,1,0.1,0.2,0.5,0,0.2,0.6,60.1,0,2.5,0,1.4,-0.4,0.05,17,0.08
218,151,Josko Gvardiol,RBL,22, D(CL),24(6),2171,1,0,2,0,0.5,89.3,1.4,1,6.67,0.8,1.1,0.7,0.5,2.3,0.4,0.6,1,0.4,0.5,0.4,0,0.2,0.3,71.3,0.1,4.8,0,1.42,-0.42,0.06,14,0.1
219,152,Marco Friedl,Werder Bremen,26," D(CL),M(L)",30,2597,0,0,8,1,0.2,82.3,1.6,0,6.67,2.1,1.9,0.8,0.7,4.1,0.9,0.6,2,0.3,0.3,0.8,0.1,0.3,0.6,55.9,0.3,6.1,0,0.36,-0.36,0.01,6,0.06
220,153,André Hahn,Augsburg,33," AM(CLR),FW",4(3),389,2,0,1,0,1.0,43.2,1.9,0,6.67,1.3,0.6,1.1,0.1,1.4,0.6,0.3,0,0.1,0.1,0.4,0.1,0.1,1.9,10.6,0,0.3,0,0.26,1.74,0.06,7,0.04
221,154,Piero Hincapié,Leverkusen,22," D(CL),M(L)",27(3),2466,1,1,9,3,0.6,83.2,2.0,0,6.66,1.7,1,1.3,0.4,2.5,0.4,0.7,0,0.3,0.5,1.2,0,0.3,0.7,55.7,0.1,1.9,0.1,1.26,-0.26,0.05,17,0.07
222,155,Jesper Lindstrøm,Eintracht Frankfurt,24," AM(CLR),FW",22(5),1696,7,2,2,0,1.7,67.9,0.2,2,6.66,1,0.3,0.7,0,0.2,0.6,0.1,0,0.7,1,0.7,0.1,1.3,2.4,17,0.4,0.1,0.1,6.11,0.89,0.32,45,0.14
223,156,Patrik Schick,Leverkusen,28," AM(R),FW",10(4),941,3,1,0,0,2.4,69.8,2.1,0,6.66,0,0.1,0.4,0,0.5,0.1,0.1,0,0.7,0.5,1.1,0,0.9,2,17.3,0.1,0.1,0,5.08,-2.08,0.49,34,0.15
224,157,Aarón Martín,Mainz,27," D(L),M(L)",20(8),1848,5,3,3,0,0.7,80.5,0.0,1,6.66,1.5,0.5,1,0.1,1,0.7,0,0,1,0.4,0.4,0.1,0.5,0.5,24.4,1.3,1.3,0,1.99,3.01,0.1,19,0.1
225,158,Tom Krauß,Schalke,22, DMC,31(1),2531,2,0,8,0,0.8,73.3,0.8,0,6.66,3.5,1.1,1.4,0.1,1.1,1.5,0.2,0,0.3,0.6,1,0,1,0.8,24.5,0.1,0.8,0,2.12,-0.12,0.08,25,0.08
226,159,Micky van de Ven,Wolfsburg,23, D(CL),33,2970,1,1,5,0,0.5,88.3,1.1,1,6.66,1.4,0.8,0.7,0.8,3.1,0.3,0.7,0,0.2,0.6,0.8,0,0.3,0.4,50.5,0.1,2,0,1.28,-0.28,0.04,16,0.08
227,160,Suat Serdar,Hertha Berlin,27, M(CLR),24(8),2034,4,2,7,0,0.7,70.6,0.9,1,6.66,1.6,0.9,1,0,0.7,0.7,0.4,0,0.6,1.1,1,0,1,1.1,19,0.1,1,0,2.27,1.73,0.1,23,0.1
228,161,Maxence Lacroix,Wolfsburg,24, D(C),18(6),1628,1,0,1,0,0.2,87.3,2.1,1,6.66,0.9,1.1,0.8,0.7,3.4,0.3,0.5,0,0.1,0.3,0.5,0,0.3,0.4,45.2,0,3.1,0,0.36,0.64,0.02,4,0.09
229,162,Christopher Lenz,Eintracht Frankfurt,29," D(L),M(L)",13(11),1286,0,2,1,0,0.5,82.5,0.6,0,6.66,1.2,0.9,0.8,0.2,1.3,0.9,0.1,0,1,0.5,0.5,0,0.2,0.5,26.1,0.9,1.2,0,0.47,-0.47,0.03,12,0.04
230,163,Rani Khedira,Union Berlin,30," D(C),DMC",33,2887,2,0,8,0,0.7,75.4,1.3,1,6.66,1.8,1.2,1.6,0,0.9,0.8,0.3,0,0.2,0.3,0.4,0,0.5,0.8,31.1,0.2,1.4,0,2.01,-0.01,0.06,24,0.08
231,164,Mario Götze,Eintracht Frankfurt,31," M(CLR),FW",32,2749,3,1,6,0,0.8,78.2,0.1,0,6.65,1.3,0.4,0.8,0,0.3,1,0,0,1.3,0.8,1.4,0.1,1.4,1.8,43.8,0.7,1.3,0.2,3.03,-0.03,0.1,26,0.12
232,165,Robin Zentner,Mainz,29, GK,26,2340,0,0,1,0,0.0,55.0,0.7,0,6.65,0,0,0,0,1,0.2,0,0,0,0,0.1,0,0,0,27.7,0,6.8,0,,,,,
233,166,Marcel Sabitzer,Bayern,30," M(CLR),FW",7(8),627,1,1,2,0,1.0,87.7,0.5,0,6.65,1.8,0.7,0.5,0,0.6,0.5,0,0,0.4,0.1,0.1,0.1,0.2,0.4,30.3,0,0.8,0,1.04,-0.04,0.15,15,0.07
234,167,Chris Führich,Stuttgart,26," M(CLR),FW",21(12),1892,5,2,2,0,1.3,82.3,0.1,1,6.65,1.1,0.2,0.2,0,0.3,0.6,0.1,0,0.7,1.5,0.3,0.1,0.9,1.1,19.1,0.4,0.7,0,3.89,1.11,0.19,44,0.09
235,168,Christian Günter,Freiburg,31," D(L),M(L)",31(2),2749,1,4,5,0,0.8,76.3,0.4,1,6.65,0.9,0.5,1,0.2,1,0.9,0.1,0,1.8,0.3,0.4,0.2,0.4,0.5,29.4,1.8,1.8,0,1.84,-0.84,0.06,27,0.07
236,169,Andrej Kramaric,Hoffenheim,32," AM(CLR),FW",26(6),2394,12,3,3,0,2.0,82.8,0.3,2,6.65,0.2,0.2,0.3,0,0.3,0.3,0.1,0,1.1,0.9,1.1,0.3,1,1.9,28.9,0.3,1.5,0,12.76,-0.76,0.48,63,0.2
237,170,Mohamed Simakan,RBL,24, D(CR),18(6),1461,1,1,2,0,0.5,81.0,1.6,1,6.65,0.9,0.7,1,0.2,2.1,0.3,0.2,0,0.5,0.5,1,0.1,0.3,0.9,41.3,0.2,1.8,0.1,2.4,-1.4,0.15,12,0.2
238,171,Maximilian Mittelstädt,Hertha Berlin,27," D(L),M(CL)",7(10),845,0,0,5,0,0.4,72.4,0.6,0,6.65,2.3,1.5,0.8,0.2,1.2,1.3,0.1,0,0.6,1.1,0.5,0,0.5,0.7,19.2,0.5,0.7,0.1,0.17,-0.17,0.02,6,0.03
239,172,Roland Sallai,Freiburg,26," M(CLR),FW",10(9),1003,1,3,6,0,1.7,74.5,1.1,1,6.64,0.6,0.1,1.5,0,0.6,0.3,0.1,0,0.9,0.6,1.6,0.2,0.5,1.1,15.7,0.6,0.3,0,2.66,-1.66,0.24,32,0.08
240,173,Malick Thiaw,Schalke,22, D(C),3,270,0,0,2,0,0.7,87.8,3.3,0,6.64,1,3,1,1.7,8,0.3,1,0,0,0.3,0,0,0,0,41,0,2,0,0.22,-0.22,0.07,2,0.11
241,174,Clinton Mola,Stuttgart,23, D(LR),0(1),14,0,0,1,0,0.0,50.0,1.0,0,6.64,3,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,,,,
242,175,Leonardo Bittencourt,Werder Bremen,30," M(CLR),FW",22(3),1644,3,2,10,0,1.0,76.1,0.4,0,6.64,2.1,0.4,1.7,0,0.5,1.5,0,0,0.6,1,1.6,0.1,0.4,1.7,28.4,0.3,1,0,1.29,1.71,0.07,25,0.05
243,176,Lucas Hernández,Bayern,28, D(CL),6(1),479,0,0,1,0,0.0,90.8,0.6,0,6.63,0.9,0.7,0.6,0.3,0.9,0.1,0.1,0,0.1,0.1,0.6,0,0,0.1,49.7,0,4,0,,,,,
244,177,Janik Haberer,Union Berlin,30," M(CLR),FW",30(2),2213,5,1,1,0,1.0,73.8,1.2,1,6.63,0.9,0.4,1.1,0,0.8,1,0.1,0,0.7,0.3,1.2,0,0.6,1.1,20.3,0.1,0.7,0,2.78,2.22,0.11,32,0.09
245,178,Edmond Tapsoba,Leverkusen,25, D(C),32(1),2872,1,0,5,0,0.5,85.8,1.7,1,6.63,1.5,1.1,0.8,0.6,3,0.4,0.5,1,0.2,0.5,0.5,0.1,0.4,0.5,66.4,0,3.9,0.2,2.57,-1.57,0.08,15,0.17
246,179,David Raum,RBL,26," D(L),M(LR)",19(9),1688,0,2,5,0,0.5,80.7,0.6,0,6.63,1.4,0.6,0.8,0,0.8,0.4,0.2,0,1.3,0.3,0.5,0.1,0.3,0.6,31.2,1.3,1.1,0.1,0.52,-0.52,0.03,14,0.04
247,180,Maya Yoshida,Schalke,35, D(CR),28(1),2554,0,0,4,0,0.4,76.7,2.9,0,6.63,1.2,1.6,0.7,0.5,4.4,0.4,1,0,0.1,0.2,0.6,0,0.1,0.4,47.9,0.1,4.1,0,0.86,-0.86,0.03,12,0.07
248,181,Mattias Svanberg,Wolfsburg,25, M(CLR),21(11),1836,4,6,4,0,0.9,71.8,0.6,1,6.63,0.8,0.7,0.8,0,0.7,0.6,0.2,0,0.8,0.5,0.9,0.1,0.6,1.5,16.4,0.4,0.6,0.1,3.94,0.06,0.19,30,0.13
249,182,André Silva,RBL,28, FW,20(11),1741,4,3,3,0,1.9,73.7,0.6,0,6.63,0.4,0.1,1,0,0.1,0.2,0,0,0.8,0.7,1.4,0.3,1.4,2.1,15.1,0,0.3,0.1,10.13,-6.13,0.52,60,0.17
250,183,Manuel Riemann,Bochum,35, GK,34,3060,0,0,3,0,0.0,58.9,0.3,3,6.63,0.1,0.1,0,0,1.1,0.1,0,1,0.1,0,0.1,0,0,0,49,0,18.4,0,0.04,-0.04,0,1,0.04
251,184,Janis Blaswich,RBL,33, GK,26,2340,0,0,0,0,0.0,84.9,0.4,1,6.63,0,0,0,0,1.1,0,0,0,0,0,0.1,0,0,0,39,0,3.2,0,,,,,
252,185,Niklas Schmidt,Werder Bremen,26," M(C),FW",11(13),1084,3,0,3,0,0.9,76.5,0.6,1,6.62,1,0.2,0.8,0,0.4,0.6,0,0,0.7,1.4,0.6,0,0.5,0.7,23.4,0.4,2.6,0,1.66,1.34,0.14,21,0.08
253,186,Dominik Kohr,Mainz,30," D(C),DMC",27(3),2296,3,0,11,0,1.3,73.6,1.2,0,6.62,2,1.1,1.5,0,0.8,1.1,0.3,0,0.5,0.3,1.2,0,0.3,0.6,38.9,0,2,0.1,2.34,0.66,0.09,39,0.06
254,187,Jeffrey Gouweleeuw,Augsburg,32, D(C),32,2797,0,1,12,0,0.5,70.7,2.5,0,6.62,1.3,1.6,1.1,0.7,4.3,0.8,0.7,1,0.4,0.4,0.3,0.1,0.2,0.8,45.5,0.1,4.3,0.1,1.17,-1.17,0.04,15,0.08
255,188,Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",22(7),1869,6,4,3,0,0.9,76.0,0.8,2,6.62,1,0.2,0.6,0,0.8,0.6,0.2,0,0.7,0.1,0.7,0.1,0.3,0.8,22.3,0.2,0.7,0,5.42,0.58,0.26,27,0.2
256,189,Silas Katompa Mvumpa,Stuttgart,25," M(CLR),FW",23(7),2004,5,2,4,0,1.4,79.2,0.6,2,6.62,0.8,0.3,1.3,0.1,0,0.5,0.1,0,0.6,1.6,0.7,0.5,1.5,2.3,11.8,0.2,0.2,0,6.83,-1.83,0.31,43,0.16
257,190,Jirí Pavlenka,Werder Bremen,32, GK,33,2909,0,0,1,0,0.0,66.9,0.2,2,6.62,0,0.1,0,0,1.1,0.1,0,0,0,0,0.2,0,0,0,30.9,0,7.6,0,,,,,
258,191,Dennis Geiger,Hoffenheim,25, M(C),27,1973,1,3,9,0,0.2,84.8,0.3,1,6.61,1.7,0.9,1.6,0,0.6,0.5,0.1,0,1.3,0.3,0.8,0,0.3,0.8,29.5,0.7,1.9,0,0.18,0.82,0.01,5,0.04
259,192,Djibril Sow,Eintracht Frankfurt,27, M(C),30(2),2648,4,0,9,0,0.9,85.7,0.8,0,6.61,1.3,0.9,1.2,0,0.7,0.7,0.1,0,0.5,0.3,1.5,0,0.5,0.8,48.1,0,1.7,0,2.2,1.8,0.07,28,0.08
260,193,Aïssa Laïdouni,Union Berlin,27, DMC,11(3),879,2,0,4,0,0.4,76.1,0.5,1,6.61,1,0.6,0.9,0,0.1,0.9,0.3,0,0.3,1,2.5,0.1,0.6,1.6,21.8,0.2,1.4,0.1,0.71,1.29,0.07,6,0.12
261,194,Gil Dias,Stuttgart,27," D(L),M(LR)",6(1),403,1,0,0,0,1.4,69.7,1.0,0,6.6,1.1,0.3,0.9,0,0.3,1.3,0,0,1.1,1.4,0.7,0.3,1.6,2.4,23.6,0.3,0.6,0,0.52,0.48,0.12,10,0.05
262,195,Edimilson Fernandes,Mainz,28," D(CR),M(CR)",28(4),2445,0,3,4,0,0.5,73.4,1.2,0,6.6,1.1,1.7,0.9,0.3,2.6,0.5,0.5,0,0.5,0.5,0.4,0,0.4,0.5,33.2,0.6,3.5,0,0.51,-0.51,0.02,15,0.03
263,196,Atakan Karazor,Stuttgart,27," D(C),DMC",22(7),1961,0,1,10,0,0.2,85.0,1.7,1,6.6,1.7,1.1,0.8,0,1.5,0.8,0.4,0,0.5,0.5,1.1,0,0.6,0.7,38.3,0,1.7,0,0.22,-0.22,0.01,6,0.04
264,197,Youssoufa Moukoko,Borussia Dortmund,19, FW,11(15),1135,7,3,0,0,1.3,71.3,0.2,1,6.6,0.5,0.1,0.3,0,0,0.1,0,0,0.5,0.7,0.3,0,0.8,1.2,7.5,0.1,0.1,0,6.86,0.14,0.54,35,0.2
265,198,Christopher Antwi-Adjei,Bochum,30, AM(CLR),22(7),1990,3,6,2,0,1.0,71.2,0.6,1,6.6,0.8,0.2,0.8,0,0.3,0.7,0,0,1.1,1.1,1.4,0.5,1.1,3.1,16,0.6,0.4,0,2.04,0.96,0.09,29,0.07
266,199,Sebastiaan Bornauw,Wolfsburg,25, D(C),23(3),1930,1,0,8,0,0.2,86.2,2.0,0,6.6,1.1,1.2,0.9,0.7,3.2,0.2,0.5,0,0,0.1,0.3,0,0.1,0.2,47,0,2,0,0.37,0.63,0.02,4,0.09
267,200,Stevan Jovetic,Hertha Berlin,34," AM(CL),FW",8(9),887,4,2,0,0,1.6,64.6,0.8,0,6.6,0.2,0.1,0.5,0,0.5,0.6,0.1,0,0.8,0.6,1.1,0.4,0.5,1.2,17.8,0.1,1.2,0,2.22,1.78,0.22,27,0.08
268,201,Philipp Förster,Bochum,29," M(CLR),FW",15(10),1313,3,7,4,0,0.7,78.9,0.3,1,6.6,1.2,0.2,1.1,0,0.2,1.1,0,0,1.1,0.2,0.5,0,0.6,0.9,18.2,1,0.8,0.1,1.26,1.74,0.09,17,0.07
269,202,Alassane Pléa,Borussia M.Gladbach,31," AM(CLR),FW",20(9),1780,2,9,5,0,1.0,72.8,0.5,2,6.59,0.6,0.4,0.8,0,0.5,0.6,0.1,0,1.1,0.6,1.1,0.1,0.8,1.3,24.2,0.3,1.3,0.2,4.58,-2.58,0.23,29,0.16
270,203,Steffen Tigges,FC Koln,25, FW,17(13),1598,6,1,1,0,1.2,58.9,2.2,2,6.59,0.4,0.3,0.4,0,0.6,0.3,0.1,0,0.6,0.3,0.4,0.3,0.7,1.1,10.9,0.1,0.2,0,5.43,0.57,0.31,35,0.16
271,204,Sven Ulreich,Bayern,35, GK,4,271,0,0,1,0,0.0,81.7,0.0,0,6.59,0.3,0,0.3,0,0.3,0,0,0,0,0,0.3,0,0,0,27.3,0,2.8,0,,,,,
272,205,Niklas Stark,Werder Bremen,29," D(C),DMC",23(4),2082,0,0,9,0,0.1,82.6,1.7,0,6.59,2.1,1.4,1.5,0.6,4,0.6,0.5,0,0.1,0.1,0.7,0,0.1,0.4,45.8,0,3.7,0,0.14,-0.14,0.01,3,0.05
273,206,Alexander Meyer,Borussia Dortmund,33, GK,7,630,0,0,0,0,0.0,85.4,0.1,0,6.58,0,0,0,0,0.4,0.1,0,0,0,0,0,0,0,0,41,0,7.7,0,,,,,
274,207,Jonathan Tah,Leverkusen,28, D(C),28(5),2487,1,0,6,0,0.3,89.1,1.7,1,6.58,0.8,1.2,0.7,0.6,3.5,0.2,0.5,0,0.2,0.2,0.1,0.1,0.3,0.2,49.4,0,2,0,1.28,-0.28,0.05,10,0.13
275,208,Diogo Leite,Union Berlin,25, D(C),26(2),2254,0,1,6,1,0.4,78.6,2.5,0,6.58,1.3,0.9,1.6,0.1,3.5,0.5,0.5,0,0.1,0,1.1,0,0.4,0.7,48.3,0.1,3.9,0,0.7,-0.7,0.03,12,0.06
276,209,Grischa Prömel,Hoffenheim,29, M(C),17(1),1458,1,1,4,0,1.3,77.9,1.2,0,6.58,1.5,0.4,1.8,0.1,1.2,0.9,0.2,0,0.4,0.3,2,0.1,0.7,1.3,25.4,0.1,0.9,0,2.45,-1.45,0.15,24,0.1
277,210,Giovanni Reyna,Borussia Dortmund,21, AM(CLR),4(18),612,7,2,2,0,1.1,81.1,0.3,0,6.58,0.6,0.1,0.4,0,0.2,0.2,0.1,0,0.5,0.4,0.8,0,0.7,0.6,13,0.3,0.4,0,4.68,2.32,0.69,25,0.19
278,211,Chidera Ejuke,Hertha Berlin,26," AM(CLR),FW",9(11),885,0,3,0,0,1.2,81.5,0.3,0,6.58,0.3,0.2,0.1,0,0.1,0.2,0,0,0.5,2.4,0.5,0.1,1,1.6,13.5,0.2,0.6,0.1,1.54,-1.54,0.16,24,0.06
279,212,Amos Pieper,Werder Bremen,26, D(C),22(7),1959,2,1,9,0,0.4,79.0,2.3,0,6.58,1.6,1,0.8,0.3,3,0.6,0.4,0,0.2,0,0.5,0.1,0.3,0.3,40.3,0.2,2.6,0,0.6,1.4,0.03,11,0.05
280,213,Timo Baumgartl,Union Berlin,28, D(C),6(2),564,0,1,2,0,0.5,82.3,2.5,0,6.57,1.4,0.3,1.4,0,1.6,1.6,0.5,0,0.4,0,0.8,0,0,0.4,38.8,0.3,2,0,0.19,-0.19,0.03,4,0.05
281,214,Julian Weigl,Borussia M.Gladbach,28," D(C),DMC",21(2),1897,1,0,6,0,0.3,89.3,0.8,0,6.57,1.9,0.8,0.9,0,1.3,0.8,0.1,0,0.3,0.4,1.3,0,0.1,0.1,52,0,2,0.1,0.96,0.04,0.05,8,0.12
282,215,Rubén Vargas,Augsburg,25," AM(CLR),FW",13(10),1137,3,4,4,0,0.9,63.8,0.6,0,6.57,0.7,0.3,0.7,0,0.7,0.3,0.1,0,0.7,0.9,0.7,0.1,0.4,1.3,13.2,0.3,0.3,0,1.57,1.43,0.12,21,0.07
283,216,Dion Beljo,Augsburg,22, FW,16(2),1140,3,2,2,0,0.7,65.1,2.6,1,6.57,0.4,0.1,1.4,0.1,0.8,0.6,0.1,0,0.8,0.4,0.6,0.4,1.3,1.8,13.4,0.1,0.3,0,1.48,1.52,0.12,13,0.11
284,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0.3,0,0.7,0.1,0.2,0.3,23.5,0,1.5,0,1.26,0.74,0.15,8,0.16
285,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0.3,0,0.7,0.1,0.2,0.3,3,0,0,0,1.26,0.74,0.15,8,0.16
286,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0,0,0.5,0,0,0,23.5,0,1.5,0,1.26,0.74,0.15,8,0.16
287,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,1.3,1.1,0.8,0.4,3.8,0.2,0.4,0,0,0,0.5,0,0,0,3,0,0,0,1.26,0.74,0.15,8,0.16
288,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,0,1,0,0,1,0,0.5,0,0.3,0,0.7,0.1,0.2,0.3,23.5,0,1.5,0,1.26,0.74,0.15,8,0.16
289,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,0,1,0,0,1,0,0.5,0,0.3,0,0.7,0.1,0.2,0.3,3,0,0,0,1.26,0.74,0.15,8,0.16
290,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,0,1,0,0,1,0,0.5,0,0,0,0.5,0,0,0,23.5,0,1.5,0,1.26,0.74,0.15,8,0.16
291,217,Keven Schlotterbeck,Bochum,27, D(C),8(5),732,2,0,3,0,0.6,67.0,2.6,0,6.57,0,1,0,0,1,0,0.5,0,0,0,0.5,0,0,0,3,0,0,0,1.26,0.74,0.15,8,0.16
