player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interception,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total Dribbles,UnsuccessfulTouches,Dispossessed,Total_Aerial,Won,Lost,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
Jordi Osei-Tutu,Bochum,1.2,0.6,1.7,0.5,1.2,0.4,0.2,0.0,0.2,0.4,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.7,0.5,1.2,1.3,0.6,1.0,0.4,0.6,8.3,0.3,0.6,5.6,1.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Churlinov,VfB Stuttgart,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veit Stange,Hertha Berlin,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxten Aaronson,Eintracht Frankfurt,0.9,0.1,1.0,0.0,0.4,0.7,0.1,0.0,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.9,0.7,0.3,0.3,0.1,0.1,8.9,0.0,0.6,6.9,1.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Veiga,Augsburg,0.7,0.2,0.8,0.5,0.3,0.7,0.2,0.0,0.0,2.0,0.5,0.2,1.1,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.8,1.2,0.5,0.3,2.0,0.9,1.1,21.0,1.8,3.9,12.7,2.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Weiper,Mainz 05,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.3,0.2,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.1,1.6,0.8,0.8,4.2,0.0,0.0,2.9,1.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sargis Adamyan,FC Koln,0.6,0.4,1.0,0.2,0.3,0.7,0.1,0.0,0.2,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.9,0.3,1.1,1.2,0.7,1.6,0.5,1.0,6.6,0.2,0.2,4.5,1.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Ermin Bicakcic,Hoffenheim,0.9,0.4,1.3,0.6,0.1,0.1,0.0,0.0,0.1,1.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.2,1.0,1.2,10.3,0.9,1.2,6.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Kunde,Bochum,1.0,0.7,1.7,0.6,0.8,0.3,0.0,0.0,0.1,0.8,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.3,0.4,0.8,0.9,0.2,0.8,0.3,0.5,15.0,0.7,2.6,8.6,3.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Burke,Werder Bremen,0.1,0.0,0.1,0.0,0.3,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.1,0.0,0.1,0.0,0.3,0.1,0.4,0.8,0.3,1.2,0.5,0.7,4.9,0.0,0.1,3.5,1.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes Wolf,Borussia M.Gladbach,0.6,0.4,1.1,0.2,0.7,0.4,0.0,0.0,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.3,0.1,0.1,0.0,0.0,1.0,0.3,1.3,0.4,0.7,0.7,0.2,0.4,9.4,0.2,0.2,7.6,1.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Agustín Rogel,Hertha Berlin,0.9,0.3,1.2,0.6,0.3,1.1,0.4,0.0,0.1,3.7,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.2,2.5,1.8,28.4,1.9,2.9,19.3,4.3,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Lilian Egloff,VfB Stuttgart,1.2,0.2,1.4,0.1,0.5,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.3,0.5,1.0,0.5,0.7,0.3,0.4,6.7,0.1,0.2,4.0,2.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Fulgini,Mainz 05,0.4,0.4,0.8,0.3,0.9,0.4,0.1,0.0,0.1,0.3,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,1.1,0.5,1.6,0.8,0.4,1.0,0.3,0.8,14.1,0.2,0.3,11.3,2.3,0.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Daniel Caligiuri,Augsburg,0.6,0.1,0.7,0.2,0.3,0.4,0.1,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,0.1,0.0,0.1,0.0,0.5,0.4,0.8,0.4,0.3,0.8,0.4,0.4,9.2,0.7,1.2,5.2,2.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasilios Lampropoulos,Bochum,0.7,0.2,0.9,0.9,0.4,0.5,0.1,0.0,0.0,2.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.1,2.3,1.2,1.1,15.7,0.8,2.4,9.9,2.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley Blind,Bayern Munich,0.5,0.3,0.8,0.5,0.0,0.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.8,0.5,0.3,24.3,1.3,1.0,20.0,2.0,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Kilian,FC Koln,1.4,0.6,1.9,0.7,0.1,0.4,0.1,0.1,0.0,2.9,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.1,0.3,0.3,0.2,2.6,1.4,1.2,42.3,1.9,3.3,34.5,2.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Osterhage,Bochum,0.9,0.2,1.1,0.5,0.4,0.8,0.1,0.0,0.0,1.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.7,0.5,1.5,0.5,1.0,13.9,0.2,0.6,9.7,3.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Zoller,Bochum,0.4,0.3,0.7,0.2,0.3,0.8,0.2,0.0,0.3,0.7,0.0,0.1,0.5,0.0,0.0,0.0,0.0,1.1,0.2,0.1,0.8,0.1,0.1,0.0,0.0,0.2,0.1,0.3,0.7,0.2,1.3,0.6,0.7,11.4,0.5,0.1,7.0,3.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Nathan Ngoumou,Borussia M.Gladbach,0.6,0.3,0.9,0.1,0.3,0.4,0.0,0.0,0.2,0.2,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.5,0.1,0.0,0.1,0.0,1.0,0.4,1.4,0.9,0.2,0.6,0.4,0.2,9.5,0.1,0.2,7.2,2.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ondrej Duda,FC Koln,0.7,0.5,1.2,0.2,1.4,1.2,0.3,0.0,0.1,0.2,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.9,0.7,1.6,1.2,1.0,1.2,0.4,0.8,20.3,1.1,1.0,14.6,3.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper Dolberg,Hoffenheim,0.5,0.2,0.7,0.0,0.5,0.4,0.0,0.0,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.4,0.1,0.0,0.1,0.0,0.4,0.2,0.6,1.8,0.5,1.4,0.7,0.7,5.7,0.0,0.1,4.2,1.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keke Topp,Schalke 04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacek Góralski,Bochum,1.5,0.5,2.0,0.8,1.0,0.3,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5,9.8,1.0,0.5,6.8,1.5,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Müller,VfB Stuttgart,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.8,0.1,1.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,33.3,6.3,6.9,19.9,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Broschinski,Bochum,0.0,0.5,0.5,0.0,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.4,0.2,0.1,0.1,0.0,0.3,0.0,0.3,1.2,0.5,1.7,0.7,1.0,4.3,0.0,0.1,2.5,1.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Waldschmidt,Wolfsburg,0.3,0.4,0.7,0.2,0.2,0.8,0.0,0.0,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.2,0.1,0.3,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.7,0.2,0.6,0.1,0.5,8.3,0.1,0.4,6.4,1.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saidy Janko,Bochum,1.2,0.4,1.5,0.6,0.4,1.0,0.1,0.0,0.0,1.6,0.5,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,1.2,0.9,0.5,1.6,0.5,1.1,16.5,1.0,1.0,11.1,3.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Leweling,Union Berlin,0.3,0.1,0.4,0.1,0.6,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.4,0.1,0.0,0.1,0.0,1.3,0.3,1.6,0.9,0.5,0.6,0.1,0.5,2.9,0.1,0.0,2.2,0.6,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Jacob Bruun Larsen,Hoffenheim,0.3,0.1,0.4,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.3,0.1,0.1,0.0,0.0,0.4,0.2,0.6,0.8,0.5,0.7,0.3,0.4,6.9,0.0,0.3,5.0,1.7,0.6,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeong Woo-Yeong,Freiburg,0.3,0.1,0.3,0.0,0.3,0.5,0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.3,0.9,0.5,0.3,0.7,0.1,0.6,9.0,0.2,0.1,7.0,1.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,Freiburg,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,2.5,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Bischof,Hoffenheim,1.4,0.3,1.6,0.1,0.5,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.9,0.5,0.6,0.2,0.5,10.3,0.4,0.4,7.1,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Alario,Eintracht Frankfurt,0.2,0.1,0.2,0.1,0.1,0.5,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.5,0.1,0.0,0.1,0.0,0.2,0.3,0.4,0.2,0.4,2.2,1.1,1.2,4.3,0.1,0.1,2.7,1.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umut Tohumcu,Hoffenheim,1.3,0.8,2.0,0.3,0.6,0.5,0.0,0.0,0.0,0.9,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.8,0.8,0.3,0.3,0.3,0.0,9.6,0.5,0.6,6.4,2.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Philipp,Wolfsburg,0.7,0.0,0.7,0.0,2.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,0.3,1.0,0.3,0.7,11.3,0.7,0.3,8.0,2.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Tauer,Mainz 05,0.7,0.7,1.3,0.7,0.0,0.3,0.0,0.0,0.0,1.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.7,0.3,18.0,0.3,0.3,15.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Pekarík,Hertha Berlin,0.8,0.4,1.2,0.8,0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.8,0.8,1.0,18.0,0.6,1.6,13.2,2.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irvin Cardona,Augsburg,0.1,0.4,0.5,0.4,0.5,0.2,0.2,0.0,0.1,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.7,0.1,0.0,0.1,0.0,0.3,0.4,0.7,1.3,0.4,1.1,0.3,0.8,6.3,0.1,0.4,3.4,2.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Pfeiffer,VfB Stuttgart,0.1,0.1,0.1,0.1,0.5,0.7,0.1,0.1,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.7,0.3,3.1,1.6,1.5,10.5,0.4,0.3,6.4,3.5,0.6,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,Augsburg,0.9,0.8,1.8,0.3,0.6,0.3,0.1,0.0,0.0,0.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.4,0.2,1.0,0.4,0.6,14.1,0.8,0.4,10.9,1.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonios Papadopoulos,Borussia Dortmund,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,2.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsley Ehizibue,FC Koln,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,19.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derry Scherhant,Hertha Berlin,0.7,0.4,1.1,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.1,0.0,0.1,0.0,1.0,0.6,1.6,0.8,0.8,0.9,0.2,0.7,4.6,0.0,0.1,3.3,1.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Latza,Schalke 04,0.9,0.6,1.5,0.3,0.6,0.7,0.1,0.0,0.0,0.7,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.2,0.7,0.4,0.4,1.8,0.7,1.1,18.6,0.7,0.5,14.5,3.0,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1
Eduardo Quaresma,Hoffenheim,1.3,0.5,1.8,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.0,0.5,0.3,0.3,16.8,0.3,0.8,14.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diadié Samassékou,Hoffenheim,0.5,0.5,1.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Delaney,Hoffenheim,1.0,0.8,1.8,0.2,1.0,0.5,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.2,0.3,2.5,1.8,0.7,26.5,2.0,2.8,16.3,5.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,Bayer Leverkusen,0.6,0.0,0.6,0.0,0.1,0.3,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.4,0.2,0.2,8.5,0.1,0.6,6.7,1.1,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silvere Ganvoula,Bochum,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.4,0.1,2.6,1.5,1.1,5.4,0.0,0.1,3.1,2.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Lemperle,FC Koln,0.5,0.2,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.5,0.5,1.0,0.3,0.7,4.3,0.0,0.3,2.3,1.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Larsson,Schalke 04,0.7,0.6,1.4,0.4,0.5,0.6,0.0,0.0,0.1,0.2,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.4,1.2,0.4,0.6,1.5,0.5,1.0,10.3,0.4,0.3,7.4,2.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yvandro Borges Sanches,Borussia M.Gladbach,0.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.3,0.0,0.0,0.0,2.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Cozza,Wolfsburg,0.6,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.2,0.2,0.0,8.4,0.6,1.2,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milos Pantovic,Union Berlin,0.3,0.2,0.5,0.0,0.4,0.3,0.1,0.0,0.2,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.2,1.2,0.5,0.7,5.4,0.2,0.4,3.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faride Alidou,Eintracht Frankfurt,0.5,0.4,0.9,0.1,0.1,0.5,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.7,0.3,0.3,0.6,0.1,0.5,5.1,0.1,0.3,3.8,0.9,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Juan José Perea,VfB Stuttgart,0.3,0.1,0.4,0.1,0.8,0.8,0.0,0.0,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.8,0.3,1.0,1.1,0.6,1.5,0.4,1.1,4.4,0.3,0.0,2.8,1.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Mollet,Schalke 04,0.4,0.6,1.0,0.1,0.8,0.4,0.1,0.0,0.2,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.4,0.1,0.0,0.1,0.0,0.3,0.2,0.6,1.2,0.9,1.3,0.1,1.2,15.7,0.3,0.3,11.9,3.1,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothée Kolodziejczak,Schalke 04,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Jantschke,Borussia M.Gladbach,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.1,10.6,0.0,0.6,9.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Greiml,Schalke 04,1.4,1.0,2.4,0.4,0.3,1.7,0.3,0.0,0.0,2.3,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,2.1,1.4,0.7,27.4,1.6,2.7,21.0,2.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Olesen,FC Koln,0.7,0.2,0.9,0.1,0.4,0.4,0.1,0.0,0.1,0.1,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.6,0.6,0.2,0.4,11.0,0.6,0.6,8.1,1.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aster Vranckx,Wolfsburg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nils Petersen,Freiburg,0.2,0.1,0.3,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.1,1.4,0.5,0.9,2.7,0.0,0.1,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
