Player_name,Team_name,Age,Positions,Apps,Mins,Goals,Assists,Yel,Red,Shoots_pg,Pass_success(%),AerialsWon,MotM,Rating,Tackles,Interceptions,Fouls,Offsides,Clear,Dribbled_past_pg,Blocks,OwnG,Shots_pg,KeyPasses_pg,Dribbles_pg,Fouled,Offsides_pg,Dispossessed_pg,Bad_Controls_pg,Passes_pg,Crosses_pg,Long_pass_pg,Through_pass_pg,xG,Goals-xG,xG_per_90m,Total_shots,xG_per_total_shots
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0,0,7.4,-2.4,0.39,42,0.18
Francesco Caputo,Sampdoria,36,FW,13(2),1100,1,0,0,0,1.3,71.9,0.4,0,6.16,0.2,0.1,0.3,0,0.2,0.2,0,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,15.4,0,0.3,0,7.4,-2.4,0.39,42,0.18
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Mouhamadou Sarr,Cremonese,27,Goalkeeper,2,180,0,0,0,0,0,71.8,0.5,0,6.54,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,35.5,0,9.5,0,,,,,
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Sampdoria,27,"D(R),M(CLR)",1(2),134,0,0,1,0,0.7,76.5,0,0,6.53,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.7,1.3,1,2.3,0,0.3,0.7,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.7,0.3,0.3,0,1.3,0.3,0,0,0.6,0.5,0.4,1,0.1,0.6,1.2,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.7,1.3,1,2.3,0,0.3,0.7,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,22.7,1.3,2.7,0.3,0.1,-0.1,0.07,2,0.05
Fabio Depaoli,Verona,27,"D(R),M(CLR)",24(7),2172,2,2,7,0,0.6,63.2,0.8,0,6.37,1.5,0.6,1.4,0,0.9,0.6,0.2,0,0.6,0.5,0.4,1,0.1,0.6,1.2,14.4,0.6,0.9,0,0.1,-0.1,0.07,2,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Charalampos Lykogiannis,Bologna,30,"D(CL),M(L)",11(10),1105,2,0,3,0,0.9,75.3,0.9,0,6.53,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,0.9,0.9,0.2,0.5,0,0,0.5,26.4,0.8,1.3,0,0.96,1.04,0.08,19,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Flavius Daniliuc,Salernitana,23,D(CR),23(4),2195,0,2,10,0,0.4,86.1,1.4,0,6.53,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0,0.4,0.3,0.1,0.1,0,0.1,0.5,41.3,0,2.6,0,0.49,-0.49,0.02,10,0.05
Kevin Agudelo,Spezia,25,"AM(CR),FW",23(11),2140,0,1,5,0,0.8,75.5,0.5,1,6.53,2.1,0.3,1,0,0.2,1,0.1,0,0.8,0.8,1.5,1,0.1,1.6,1.7,20.2,0.2,0.5,0.1,1.71,-1.71,0.07,28,0.06
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.4,0.3,1.1,0,0,0.2,0.7,8.1,0.1,0.6,0.1,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.4,0.3,1.1,0,0,0.2,0.7,8.1,0.1,0.6,0.1,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.4,0.3,1.1,0,0,0.2,0.7,31.6,0.6,1.4,0,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.4,0.3,1.1,0,0,0.2,0.7,31.6,0.6,1.4,0,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.5,0.7,0.6,0.6,0,0.5,1.2,8.1,0.1,0.6,0.1,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.5,0.7,0.6,0.6,0,0.5,1.2,8.1,0.1,0.6,0.1,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.5,0.7,0.6,0.6,0,0.5,1.2,31.6,0.6,1.4,0,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.1,0,0.4,0.1,0.4,0.1,0,0,0.5,0.7,0.6,0.6,0,0.5,1.2,31.6,0.6,1.4,0,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.5,0.4,1.1,0,1.6,0.5,0.4,0,0.4,0.3,1.1,0,0,0.2,0.7,8.1,0.1,0.6,0.1,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.5,0.4,1.1,0,1.6,0.5,0.4,0,0.4,0.3,1.1,0,0,0.2,0.7,8.1,0.1,0.6,0.1,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.5,0.4,1.1,0,1.6,0.5,0.4,0,0.4,0.3,1.1,0,0,0.2,0.7,31.6,0.6,1.4,0,0.13,0.87,0.06,4,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.5,0.4,1.1,0,1.6,0.5,0.4,0,0.4,0.3,1.1,0,0,0.2,0.7,31.6,0.6,1.4,0,0.14,-0.14,0.02,5,0.03
Nadir Zortea,Atalanta,24,"D(R),M(LR)",1(8),214,1,0,1,0,0.4,61.6,0.6,0,6.53,1.5,0.4,1.1,0,1.6,0.5,0.4,0,0.5,0.7,0.6,0.6,0,0.5,1.2,8.1,0.1,0.6,0.1,0.13,0.87,0.06,4,0.03
